Date,Target,MSFT,AMD
2019-01-28,0.015067054629147814,0.053081073017259506,0.054513478633442025
2019-01-29,0.0,0.003692660803477299,0.0
2019-01-30,0.09830733939881475,0.08308326410878042,0.225087911776793
2019-01-31,0.1093750643775464,0.03807987361736087,0.3024618814500657
2019-02-01,0.11011913046629962,0.0,0.30832354581925303
2019-02-04,0.15411090096626578,0.0683129209179354,0.28604916259969726
2019-02-05,0.1813615750942157,0.10246946215234409,0.23798351477236124
2019-02-06,0.18191972231701348,0.0750057662125192,0.23505274120441166
2019-02-07,0.15122773555313462,0.05746591011004343,0.20046892142620631
2019-02-08,0.14629843954919708,0.06669741210720437,0.22274318741247434
2019-02-11,0.13718375551998374,0.05700440540021168,0.2174676894802059
2019-02-12,0.1507626779716249,0.09485344588721656,0.2092614179799872
2019-02-13,0.14415920071591515,0.09300712702482627,0.21101991729074365
2019-02-14,0.1499256617504876,0.09508430209627017,0.22743251890782412
2019-02-15,0.14639138968158116,0.1255481594485035,0.2596717315549981
2019-02-19,0.15113464591184655,0.12439415534760379,0.27549828396844767
2019-02-20,0.16136535466944069,0.10085397642031024,0.27549828396844767
2019-02-21,0.15234376958210927,0.15301187846702602,0.2737397260410479
2019-02-22,0.1701079312495286,0.18901457701294344,0.2995311078821157
2019-02-25,0.1818266326757254,0.20332325394307604,0.32004681594098394
2019-02-26,0.1827567478387444,0.22109396625460542,0.29073849409504726
2019-02-27,0.18777900327565966,0.2167089445322432,0.24794840281662367
2019-02-28,0.17178197299239684,0.21347794998947833,0.250879293617861
2019-03-01,0.18870911843867888,0.22501729863755804,0.2596717315549981
2019-03-04,0.196893687304873,0.21878611960368666,0.24150063062716143
2019-03-05,0.19391743225045377,0.2058619337243508,0.249120735690461
2019-03-06,0.18452387922290092,0.20701593782525052,0.1852285940663192
2019-03-07,0.16573664295948465,0.17562888642377628,0.16588510164800097
2019-03-08,0.16954992353563503,0.17839839933540702,0.16178193658957007
2019-03-11,0.22526038616120414,0.23194097706249828,0.2174676894802059
2019-03-12,0.24395467229223633,0.25017317100516134,0.24853456925354211
2019-03-13,0.25139517506967723,0.27048235538969,0.24208667983079235
2019-03-14,0.2701822718241893,0.2725593458315556,0.2092614179799872
2019-03-15,0.2924106812146303,0.30302341089206486,0.23681129913181143
2019-03-18,0.3100818927496656,0.3413339560889006,0.23446657476749277
2019-03-19,0.2962239617907807,0.34318029802998806,0.39566234492014396
2019-03-20,0.3113839758529062,0.3401799519880009,0.3780774104292257
2019-03-21,0.37583701505856304,0.4024925270024218,0.5064477428811405
2019-03-22,0.3382626820406347,0.3293331027309896,0.41735056170278084
2019-03-25,0.31677832943835327,0.3434111311603445,0.393903786992744
2019-03-26,0.2986420603218085,0.34918080548438457,0.37749124399230705
2019-03-27,0.31426713196544354,0.3228709290158811,0.33059781180552106
2019-03-28,0.31659228036408726,0.32656358981935885,0.3405626412331393
2019-03-29,0.32803197328304035,0.3498731202458747,0.36752635594804484
2019-04-01,0.3400298134247912,0.3747979979322409,0.41676439526586195
2019-04-02,0.3658854543171166,0.3787214918660746,0.43962482768904887
2019-04-03,0.3782552623990887,0.3967228526783817,0.5726846088696009
